Loan_ID,Borrower_ID,Sector,Exposure_INR_Cr,Maturity_Years,Interest_Rate,LGD
10038,38,Power (Thermal),164.57603127983492,6.538787018387519,0.13329633179069036,0.45
10039,39,Infra & Roads,40.99430627081633,1.7341743305022934,0.10759651707763777,0.45
10040,40,Steel & Cement,4.456570035418597,1.7900941335234397,0.11641838697645593,0.45
10041,41,Power (Thermal),250.6034388889198,2.546465143218926,0.09130999116773367,0.45
10042,42,Infra & Roads,439.0976428015003,5.662697482363103,0.12829801003290114,0.45
10043,43,Power (Thermal),8.710080885663253,2.925952108284822,0.1380396866812082,0.45
10044,44,Pharma,44.182251309171434,3.549559631433196,0.09611593597487586,0.45
10045,45,Steel & Cement,311.99436077475104,4.602815525556947,0.10968955709603279,0.45
10046,46,Infra & Roads,1752.8434268113672,8.306795116093419,0.08516696663038242,0.45
10047,47,Steel & Cement,152.163020468883,1.124759223215741,0.1135481993877781,0.45
10048,48,Infra & Roads,61.95426617565851,6.8444093821296015,0.11016700651080084,0.45
10049,49,Infra & Roads,119.16680933406728,7.019888779366168,0.08866618904930466,0.45
10050,50,Power (Thermal),772.6697324180058,8.187902023209729,0.1065239727870845,0.45
10051,51,Pharma,68.36376857213823,9.39477645154282,0.1000462791251938,0.45
10052,52,IT Services,56.88146789406608,1.1812406405436084,0.11130985251831137,0.45
10053,53,Pharma,83.15511951539608,2.3840533496189455,0.11513926012572796,0.45
10054,54,Pharma,47.27613723956942,8.975541646503938,0.08050973471643257,0.45
10055,55,Infra & Roads,171.9501104461822,5.126667059683138,0.12566035897697334,0.45
10056,56,Pharma,1042.7473066703412,6.0813157504011714,0.12278085751170445,0.45
10057,57,Power (Thermal),218.69873155603784,6.967244833508326,0.10197718317239134,0.45
10058,58,Power (Thermal),109.6370974305821,7.111599440460736,0.0831761561341291,0.45
10059,59,Power (Thermal),104.56683928262079,9.385663629848574,0.12529595238710303,0.45
10060,60,Steel & Cement,22.74103563141627,9.972544756705027,0.13731050962868796,0.45
10061,61,Steel & Cement,428.26053309774596,7.481417148378462,0.09440909576132085,0.45
10062,62,Steel & Cement,135.17839676286948,3.5849908828463573,0.09941147682422227,0.45
10063,63,IT Services,119.51287470570075,8.917771620649091,0.0910287733689089,0.45
10064,64,Steel & Cement,6848.117537288442,1.4429882308668545,0.11461616740069039,0.45
10065,65,Steel & Cement,212.406839532647,3.079727675870466,0.0892904836788473,0.45
10066,66,Infra & Roads,60.210739889677335,9.076471457173433,0.10137163660768278,0.45
10067,67,Power (Thermal),88.97637495527587,3.3057236299541946,0.1218207808360558,0.45
10068,68,IT Services,588.8284300826516,2.9858595365957363,0.11360695898056092,0.45
10069,69,Power (Thermal),170.02143080186735,2.243127638262225,0.10318775385967613,0.45
10070,70,Pharma,26.41855029313329,8.732005818822248,0.10521497610845251,0.45
10071,71,IT Services,447.230768261602,5.50052433271978,0.11372665295739379,0.45
10072,72,Power (Thermal),66.56820740990719,7.074038827487393,0.08035188367322968,0.45
10073,73,Power (Thermal),1405.2314923875842,3.151597456675267,0.0847105921072166,0.45
10074,74,IT Services,542.4292590554496,7.822363789100948,0.1328754840657807,0.45
10075,75,IT Services,86.76590328622686,7.840049904658886,0.08467273934547745,0.45
10076,76,IT Services,690.3644413893813,3.8133822241747013,0.12240821577263032,0.45
10077,77,IT Services,161.0035819112401,4.696143697092546,0.13520228984654317,0.45
10078,78,Power (Thermal),412.9507804307872,2.8872124968718076,0.09624101625810387,0.45
10079,79,Steel & Cement,265.5171359419218,9.789049209906139,0.10222948622357086,0.45
10080,80,Power (Thermal),53.75152367301659,6.810423193525705,0.11413528435068299,0.45
10081,81,Pharma,68.56212038307629,9.41089492643964,0.1329025381783151,0.45
10082,82,Infra & Roads,510.7871570859018,3.7304698926621986,0.13651433523562523,0.45
10083,83,Steel & Cement,99.31231698463233,8.037018216972008,0.1243737948866761,0.45
10084,84,Power (Thermal),91.43440629463183,7.892727794962678,0.08519718565128165,0.45
10085,85,Steel & Cement,47.174472281048374,7.224900866798874,0.12014924933209106,0.45
10086,86,Steel & Cement,246.73598509636938,9.690750777401204,0.10461822331235973,0.45
10087,87,IT Services,1763.4544201375736,4.54199802495684,0.1082420599694637,0.45
10088,88,Infra & Roads,41.22152217687497,2.1764559123078158,0.08294890342071062,0.45
10089,89,Pharma,152.7898347489475,7.045379733196547,0.0914637283607815,0.45
10090,90,Infra & Roads,808.0829114993726,7.563788204294855,0.12743081645201887,0.45
10091,91,Power (Thermal),134.8860476491913,6.175545161129332,0.10723752998287159,0.45
10092,92,IT Services,255.40388514912732,2.8613610382005663,0.09809973449786893,0.45
10093,93,IT Services,41.47653170613952,5.540103475024198,0.1030411444378975,0.45
10094,94,Infra & Roads,248.1338992142516,3.8097076291221645,0.13126397079954083,0.45
10095,95,IT Services,118.56091533970188,4.8471987535002015,0.12493994104429743,0.45
10096,96,Infra & Roads,484.3830381284913,6.8069671826019755,0.09633892383086497,0.45
10097,97,Infra & Roads,616.9964448391597,7.706932684217511,0.0870501104127424,0.45
10098,98,Steel & Cement,3319.191042831175,3.090022218112088,0.09511989329864431,0.45
10099,99,Power (Thermal),297.5433140568212,4.64792824582258,0.13524538706328404,0.45
10100,100,Power (Thermal),219.4129520156973,3.4224541389246625,0.11489533027098534,0.45
10101,101,Power (Thermal),187.40295946074932,2.787684524756822,0.11200881252468697,0.45
10102,102,Infra & Roads,97.1445862537297,8.050484979962546,0.11578361598154771,0.45
10103,103,Steel & Cement,222.77908097580135,9.183274249932932,0.10196169594479092,0.45
10104,104,Infra & Roads,104.11731662341052,4.3320896711611905,0.12842642121917078,0.45
10105,105,Pharma,181.66297260855157,7.761510319363902,0.11139717495801499,0.45
10106,106,Power (Thermal),721.3446521745739,9.0729576042797,0.08700487416612773,0.45
10107,107,Steel & Cement,44.351606071587234,8.615117894772084,0.08774390748974378,0.45
10108,108,IT Services,582.8059440272131,2.6453204968530333,0.1122115487901571,0.45
10109,109,Power (Thermal),720.9271419614536,9.606626933620252,0.13619421308425037,0.45
10110,110,Power (Thermal),128.80733587643178,4.390087963865162,0.09850112730057192,0.45
10111,111,Steel & Cement,11.632165180208428,4.0531659505645266,0.13217247013155312,0.45
10112,112,Power (Thermal),71.56553587002738,1.561881945500023,0.12584573519473277,0.45
10113,113,Pharma,703.7290823410499,5.375562886943947,0.09486874657441441,0.45
10114,114,IT Services,144.39582672451638,1.9811225407683584,0.08218044489897455,0.45
10115,115,Infra & Roads,44.73862941933154,3.236858388346834,0.08611083590854296,0.45
10116,116,Pharma,80.98549742660497,3.8524835959055324,0.12370963603084642,0.45
10117,117,IT Services,406.9718554428478,8.279436911425156,0.0919801842824388,0.45
10118,118,Power (Thermal),286.0253038315469,8.879397853563068,0.10227625523032363,0.45
10119,119,Pharma,111.41717402393854,3.722196857153227,0.1101019499603855,0.45
10120,120,Infra & Roads,95.56538814623657,8.728283091201165,0.12352809010700977,0.45
10121,121,IT Services,92.74837871262328,8.71507843632812,0.08679387339554753,0.45
10122,122,Pharma,49.0631271728491,7.881858553463862,0.10438198431664769,0.45
10123,123,Steel & Cement,1031.1715142548398,2.320256026136634,0.10910437454856173,0.45
10124,124,Power (Thermal),100.80777009542041,7.212905622106561,0.11244962383829238,0.45
10125,125,Power (Thermal),639.4383577109847,9.505216581225119,0.129101638483713,0.45
10126,126,Steel & Cement,921.109813739755,7.1428643089044135,0.09030069170259301,0.45
10127,127,IT Services,491.75128863668635,3.984551641970506,0.12846988710959734,0.45
10128,128,Pharma,88.41623660129702,5.505213856877481,0.12157270566179915,0.45
10129,129,Power (Thermal),240.92269355568598,6.811525390159483,0.11335224885193756,0.45
10130,130,Infra & Roads,144.16597966037375,5.595133678556532,0.12197167222415432,0.45
10131,131,Steel & Cement,50.17705081666011,2.0795764755787283,0.10472106433709939,0.45
10132,132,Power (Thermal),219.03491318927487,3.808576401868186,0.08830385515808747,0.45
10133,133,Power (Thermal),36.05884728238502,8.221564274982693,0.11994591441592205,0.45
10134,134,Steel & Cement,617.213668455706,8.752762414859657,0.11148033840113734,0.45
10135,135,Pharma,84.98368044072295,2.2357002944401323,0.11836248803256655,0.45
10136,136,Steel & Cement,188.9328360423706,9.571480771588522,0.1002799268617094,0.45
10137,137,Infra & Roads,208.50133536681952,3.959403560637484,0.13441199464039016,0.45
10138,138,IT Services,108.77853556566609,6.96082364857648,0.11524219211453463,0.45
10139,139,Steel & Cement,300.0750355165554,7.766426313610131,0.08512414905745243,0.45
10140,140,Pharma,83.941120954628,8.30751611174095,0.10698823944226572,0.45
10141,141,Pharma,422.23277308378664,9.511747320033372,0.12538136328461807,0.45
10142,142,Steel & Cement,29.512809330759218,3.8162759322594035,0.12764807370393635,0.45
10143,143,Infra & Roads,172.71718628443068,8.72655809096399,0.10967582316582553,0.45
10144,144,Steel & Cement,1520.378808439758,2.185182130925863,0.13368485424987808,0.45
10145,145,Steel & Cement,44.6834153031717,7.345368157182334,0.09606010623165787,0.45
10146,146,Power (Thermal),65.80567200961174,7.677799565625873,0.104635921834296,0.45
10147,147,Infra & Roads,274.97753944641477,7.099509170811884,0.1339158146341382,0.45
10148,148,Infra & Roads,184.10350715469588,3.270832625216377,0.13377540298829474,0.45
10149,149,Power (Thermal),226.04997861288078,8.857388323136831,0.12114276612948086,0.45
10150,150,Steel & Cement,266.94017141055514,2.519726170333555,0.13153883282733322,0.45
10151,151,Pharma,317.87739631984095,1.4827131236874775,0.08532639601737396,0.45
10152,152,Power (Thermal),562.0775391235661,7.457184915507209,0.13189969857246658,0.45
10153,153,Power (Thermal),242.6893883156653,5.279281437094603,0.09923719439301361,0.45
10154,154,Infra & Roads,111.10667928970166,8.641882179628084,0.09069989074569298,0.45
10155,155,Pharma,332.6491867566966,4.45057426952433,0.09436219018052279,0.45
10156,156,Power (Thermal),1450.7824664125155,2.5145072965694153,0.10507811048083324,0.45
10157,157,Infra & Roads,126.57556787810506,8.527979732228827,0.09507152027626804,0.45
10158,158,IT Services,46.08856328937199,5.940186684760645,0.09923405516098995,0.45
10159,159,Power (Thermal),560.3136987029801,2.702762131513194,0.08809870916429853,0.45
10160,160,IT Services,128.45036989797063,7.4834559872780115,0.09777060593353992,0.45
10161,161,Steel & Cement,10.944056732781062,5.600022746405505,0.11433702887252008,0.45
10162,162,Infra & Roads,410.30714467041497,6.438816840162878,0.10651122248546384,0.45
10163,163,Infra & Roads,78.0700247265758,5.148085043859237,0.10080312567415467,0.45
10164,164,Infra & Roads,133.13452207570973,8.458380854362058,0.12478712773142685,0.45
10165,165,Power (Thermal),221.04723167789007,8.466064441147449,0.13361059828359909,0.45
10166,166,IT Services,186.53140488926417,7.384499396419476,0.12540735337414383,0.45
10167,167,Steel & Cement,347.7007446187865,1.9486123965681603,0.09992004212706075,0.45
10168,168,Power (Thermal),88.00699987212651,8.54968475713662,0.12466653007025323,0.45
10169,169,Power (Thermal),274.7130113939945,7.039116824796189,0.08911881094844308,0.45
10170,170,Infra & Roads,108.69480347854777,7.273217494038695,0.08781907928547746,0.45
10171,171,Infra & Roads,360.1687159438166,4.266845563634845,0.10073762222216955,0.45
10172,172,Power (Thermal),310.57983342810843,8.913516005413062,0.12846214214264343,0.45
10173,173,Infra & Roads,48.302028492283284,7.528344402113717,0.09478089483453811,0.45
10174,174,Power (Thermal),546.305607256547,2.01331419876275,0.08379520453392078,0.45
10175,175,Infra & Roads,78.01053376675654,4.670002309655464,0.08790257211238131,0.45
10176,176,Power (Thermal),391.3762439055401,8.977423257641275,0.1315246981117748,0.45
10177,177,Infra & Roads,230.61387521509693,1.4247703152764108,0.11802699708483727,0.45
10178,178,Steel & Cement,1347.249535657623,9.652749576778445,0.0951920698021986,0.45
10179,179,Pharma,113.50431129224843,7.112463114876065,0.1133177495196909,0.45
10180,180,Power (Thermal),97.59437364311555,6.682383798790389,0.11165477734552104,0.45
10181,181,Steel & Cement,144.9945960252536,3.4350333083919224,0.11932615870643969,0.45
10182,182,Power (Thermal),103.15000217456797,3.2391260986525934,0.09399125326529698,0.45
10183,183,Pharma,387.5831019052095,9.478523975397358,0.13186417923166388,0.45
10184,184,Pharma,21.336671731784804,3.6844520881071046,0.09856211372480078,0.45
10185,185,Steel & Cement,41.91237364372785,7.9795476704709944,0.12164789923857422,0.45
10186,186,Infra & Roads,41.20816820487543,4.538096183863712,0.08096747878233289,0.45
10187,187,IT Services,464.2248894595137,2.253286637062336,0.10235942779364884,0.45
10188,188,Infra & Roads,1156.0173376630955,1.0964376792582304,0.1011025890775285,0.45
10189,189,Infra & Roads,130.92975234815188,5.898316033137258,0.11260906571498087,0.45
10190,190,Power (Thermal),121.19658930264815,9.782009366940393,0.0843641757066318,0.45
10191,191,Power (Thermal),161.42854448368243,4.32222574428284,0.12740788242356652,0.45
10192,192,Pharma,598.3967306323163,4.214731005937404,0.09306684810605412,0.45
10193,193,Pharma,48.77296868364066,4.096824560644979,0.12062226889292063,0.45
10194,194,Infra & Roads,197.56008763947636,5.684894535743726,0.1281927273946456,0.45
10195,195,Steel & Cement,478.29952411692597,4.965983950818642,0.11371261737449079,0.45
10196,196,Steel & Cement,270.78171156811,8.919231640543131,0.12445299240331914,0.45
10197,197,IT Services,186.32602090555744,5.549687125511412,0.11971161873290034,0.45
10198,198,Pharma,493.36798282541,5.569820543697119,0.10133178782912046,0.45
10199,199,Pharma,5.789936060317758,2.2453443524850094,0.12853151234201393,0.45
10200,200,IT Services,334.77222775826965,9.844655868193474,0.09768208219313168,0.45
10201,201,Infra & Roads,67.7015571401713,3.2497560178194673,0.11427277506509104,0.45
10202,202,Power (Thermal),16.49802247579689,1.6602766071364239,0.12472386434849238,0.45
10203,203,Power (Thermal),274.08632716986085,6.968316240776879,0.10273735458875047,0.45
10204,204,Pharma,771.5413399232215,6.358297331411854,0.09816605645704551,0.45
10205,205,Infra & Roads,125.84635806261379,4.736310885934712,0.10756076061036937,0.45
10206,206,Power (Thermal),465.6570675383985,4.799730104926103,0.12907780966094923,0.45
10207,207,Power (Thermal),1027.3458487688913,8.06557528941788,0.13579530578873988,0.45
10208,208,Infra & Roads,719.0258748164534,2.7614137608968417,0.11270500477159343,0.45
10209,209,Power (Thermal),1062.0512251526752,8.382279870504007,0.11968797231941912,0.45
10210,210,Power (Thermal),361.6051928910856,6.838724025055163,0.13419641733433485,0.45
10211,211,Infra & Roads,162.47438631707996,4.77072796401572,0.08591281108477655,0.45
10212,212,Infra & Roads,21.70713537720806,5.122257549254818,0.0939247146719699,0.45
10213,213,Infra & Roads,110.46790367045644,3.3098248646748623,0.12253400037509496,0.45
10214,214,Power (Thermal),53.95250300985297,7.769028994272773,0.12942466771473798,0.45
10215,215,IT Services,2008.4755109065586,5.61587268074741,0.13142174169983467,0.45
10216,216,Power (Thermal),120.17355926675462,3.8876908847485923,0.10490643061129597,0.45
10217,217,Steel & Cement,172.0604327225281,6.364451041848552,0.08536039413751201,0.45
10218,218,IT Services,287.6609274382818,9.961610068461907,0.1062668886379772,0.45
10219,219,Infra & Roads,156.38531590796228,4.9173605169089845,0.09384407541242323,0.45
10220,220,IT Services,1134.6292771700128,9.286222607007575,0.09747178729979745,0.45
10221,221,Infra & Roads,70.30344247155658,4.105151559321095,0.12633605341025037,0.45
10222,222,Infra & Roads,187.45314976807714,1.492594362324873,0.08453162516155321,0.45
10223,223,Power (Thermal),60.887950449198435,2.83817895731586,0.12965487304884213,0.45
10224,224,Steel & Cement,30.446559112375,4.768256289949158,0.10566014514945016,0.45
10225,225,Steel & Cement,71.22736545925572,2.976714357351121,0.11576383586603571,0.45
10226,226,Power (Thermal),141.96149282565108,1.0020433439642997,0.08537913387414074,0.45
10227,227,Pharma,88.66252695793324,9.235013839727745,0.10024154470143679,0.45
10228,228,Steel & Cement,64.6568997472115,8.59491470107836,0.08538205514089076,0.45
10229,229,Pharma,27.45145147464372,7.680630083382524,0.13769262337286658,0.45
10230,230,Infra & Roads,134.326487822926,2.5103313608142575,0.12843569895957505,0.45
10231,231,IT Services,24.393959768027447,2.0832721858898746,0.10757796526138762,0.45
10232,232,Infra & Roads,369.46911701718795,1.6084427452514483,0.09341615289942026,0.45
10233,233,Infra & Roads,163.8461214504086,7.516262698956291,0.13600730631499114,0.45
10234,234,Infra & Roads,25.814547784805693,9.359271646190967,0.10067579574361832,0.45
10235,235,Power (Thermal),102.40638944065135,4.874822388217333,0.0896590659012425,0.45
10236,236,IT Services,60.18434768598126,2.0722660479644333,0.11378986330723731,0.45
10237,237,Steel & Cement,217.67636869862926,5.611535386588959,0.13662644722068898,0.45
10238,238,Power (Thermal),741.4001812805827,4.139487167127671,0.08022981743001936,0.45
10239,239,Infra & Roads,15.639394764167196,4.373424319149979,0.09428749059523993,0.45
10240,240,Power (Thermal),170.38000994375295,6.591975617401365,0.13630685842462448,0.45
10241,241,Pharma,122.46688235602143,7.468463019359821,0.09026515801142973,0.45
10242,242,Pharma,332.1571139417564,1.9954323898584476,0.0867946070983892,0.45
10243,243,Pharma,191.68165592264947,1.3203120772582875,0.11421123294798827,0.45
10244,244,Steel & Cement,60.19785990387909,9.948972724171433,0.1317106293976898,0.45
10245,245,Power (Thermal),101.20369592657315,3.0945551402399665,0.10862658906163558,0.45
10246,246,Pharma,57.09799326569012,1.4844747241761316,0.1396738554010715,0.45
10247,247,Steel & Cement,539.8053255497066,2.70887796186328,0.12075030197227958,0.45
10248,248,Pharma,152.25762362489814,1.3506206171361779,0.08444449443262686,0.45
10249,249,Pharma,1453.0627118646132,4.526298051554545,0.13956992790091854,0.45
10250,250,Pharma,137.99356083083714,8.221616060061919,0.10447365420681143,0.45
10251,251,Steel & Cement,63.42841072174029,4.071200047819485,0.09724415203072896,0.45
10252,252,Steel & Cement,24.132095762869984,4.997650661905299,0.11347275101467313,0.45
10253,253,Pharma,17.05140130779724,7.080280962106949,0.09825845550925186,0.45
10254,254,Steel & Cement,22.176582025315856,5.580046630628922,0.08518745042720914,0.45
10255,255,Power (Thermal),204.49672919813108,8.753011174191919,0.0800857005847506,0.45
10256,256,Infra & Roads,273.27265358785377,8.794321075411808,0.10697500117521574,0.45
10257,257,Pharma,22.255099148329425,1.0891962594203828,0.13021180533359555,0.45
10258,258,Infra & Roads,434.4348438705532,8.002416758348794,0.1143389111378046,0.45
10259,259,Infra & Roads,83.1234405068243,5.1466024021750645,0.13995243793660647,0.45
10260,260,Power (Thermal),177.00033308047634,9.899564871732968,0.09721079873883201,0.45
10261,261,Infra & Roads,1027.274804424851,5.349088682878916,0.09682730388560332,0.45
10262,262,Pharma,435.3747606972737,9.882063508494678,0.08958496761403666,0.45
10263,263,Power (Thermal),107.52928429459105,7.791124250851629,0.08984381529592012,0.45
10264,264,Infra & Roads,50.93596876538869,3.237443961519757,0.09711119576060287,0.45
10265,265,Pharma,11.221387083174058,5.845554813582619,0.12757040271641162,0.45
10266,266,IT Services,62.6156982170643,9.929220755307245,0.13434540743818688,0.45
10267,267,Infra & Roads,115.1970008237429,8.717775469767314,0.1385052301824609,0.45
10268,268,IT Services,45.39421016087501,1.8763020441209899,0.09393737924578716,0.45
10269,269,Steel & Cement,126.78486066509385,7.357347971289965,0.13287785273684552,0.45
10270,270,Steel & Cement,162.7511357486279,4.1102162728373175,0.09969530535664023,0.45
10271,271,IT Services,113.31514398712903,1.062840356923133,0.08677043267101307,0.45
10272,272,IT Services,68.03327359085118,4.631328721242996,0.13220149553120997,0.45
10273,273,Pharma,181.70520231953236,3.1127897955247414,0.11816633807861712,0.45
10274,274,Pharma,252.22682439765532,8.369823434684243,0.08988385376486371,0.45
10275,275,Infra & Roads,40.10580580776932,4.035975479611889,0.10578987545078015,0.45
10276,276,Infra & Roads,806.8347331773789,8.447713245584353,0.09723546169262406,0.45
10277,277,IT Services,131.8538670141035,1.0053814495131577,0.12420767412261183,0.45
10278,278,Infra & Roads,151.80845284980927,3.770372350235072,0.10720497383745609,0.45
10279,279,IT Services,347.1848364133812,3.1704869287698574,0.13935679670638312,0.45
10280,280,IT Services,196.34225934682297,3.1021062496174987,0.0832846989355757,0.45
10281,281,Pharma,465.8035416052893,1.6136795778891644,0.10130091596817481,0.45
10282,282,Steel & Cement,209.46339493365758,2.6841184336945156,0.10891401002659865,0.45
10283,283,Steel & Cement,71.17026824879693,5.999946128970579,0.11018801328489919,0.45
10284,284,Power (Thermal),229.0188306868978,3.6222496555397004,0.0989561493431382,0.45
10285,285,Infra & Roads,37.61972640361302,4.756553040962332,0.1237544149458541,0.45
10286,286,Power (Thermal),169.06303726305543,4.391801923124697,0.1324848244093385,0.45
10287,287,Infra & Roads,142.61148022503542,8.883144324999051,0.1363231581186718,0.45
10288,288,Infra & Roads,115.6143139041284,9.14769099109464,0.12830560260797158,0.45
10289,289,Steel & Cement,127.19927946075642,5.436612744902741,0.131034811838396,0.45
10290,290,Infra & Roads,15.51459424930685,3.9714035528404397,0.11303271803719975,0.45
10291,291,Power (Thermal),76.82500020698944,1.9612063360212728,0.12955329358560888,0.45
10292,292,Power (Thermal),165.9047587725409,9.580625914438855,0.09821023454887715,0.45
10293,293,IT Services,179.79686222239275,1.542042504102677,0.10390872572655287,0.45
10294,294,Steel & Cement,43.24103077250131,3.678852498114524,0.09901478082911266,0.45
10295,295,Power (Thermal),677.7980681810395,3.6825958105300374,0.10804324012687554,0.45
10296,296,Infra & Roads,52.48829446375597,3.8836115752619342,0.09713477697431819,0.45
10297,297,IT Services,475.01607265570595,2.4785815894516836,0.13769668653526682,0.45
10298,298,Power (Thermal),247.8027914953559,8.048452878313274,0.09877067768034009,0.45
10299,299,Infra & Roads,68.34218565067985,2.102480757693903,0.08588267228665639,0.45
10300,300,Power (Thermal),1249.3429737777478,6.7141599323784655,0.11160902996302481,0.45
10301,301,Power (Thermal),35.43272406993191,2.114614240352357,0.08342594470671058,0.45
10302,302,Infra & Roads,447.1906475766219,1.6348207383366091,0.08663258997851483,0.45
10303,303,Infra & Roads,493.09348541367245,9.18486553317289,0.09316336335177478,0.45
10304,304,Infra & Roads,66.3707036551643,2.7111588968683513,0.10786101499292851,0.45
10305,305,IT Services,789.1515335032346,8.39125139103734,0.10599505593854168,0.45
10306,306,Pharma,109.94103564503669,5.901677839964222,0.12798151172016747,0.45
10307,307,Infra & Roads,209.85826098260173,1.7007086764789263,0.12436847923304681,0.45
10308,308,Steel & Cement,202.83365437128967,9.599033722942607,0.1055790976394421,0.45
10309,309,IT Services,126.32140724901315,3.2226505029270327,0.1000222524545378,0.45
10310,310,Steel & Cement,392.67014266489065,8.73680810817346,0.09898812704368992,0.45
10311,311,Steel & Cement,384.59332013597725,2.5192900520610775,0.12643970523764056,0.45
10312,312,Power (Thermal),18.206189744486714,8.685485939276676,0.08312434437327619,0.45
10313,313,Power (Thermal),709.9597593474818,1.1190593161476459,0.08076929897063635,0.45
10314,314,Pharma,20.18641017441227,5.606024109125326,0.1277326635155989,0.45
10315,315,IT Services,512.3743166897194,7.924983214794011,0.10862878255934297,0.45
10316,316,Infra & Roads,573.665322366269,9.41315965743505,0.08785286831321457,0.45
10317,317,Steel & Cement,40.078510132454944,9.182819225858383,0.09413395607567007,0.45
10318,318,Power (Thermal),90.65153356201411,8.376623825928803,0.13595023718584298,0.45
10319,319,Power (Thermal),39.375917474612635,8.993722146951736,0.1315701785374939,0.45
10320,320,Steel & Cement,114.67416553258826,2.7929771725336883,0.12258710301343836,0.45
10321,321,Infra & Roads,102.55085880433788,3.5576586614055588,0.10893351382023961,0.45
10322,322,IT Services,378.26410371314046,3.6007167242895264,0.11121941757148315,0.45
10323,323,Infra & Roads,715.0628889099911,4.3934853790152895,0.13851467211703752,0.45
10324,324,Steel & Cement,792.2052980612918,4.539886033466699,0.13794622663305725,0.45
10325,325,Pharma,75.59562174677829,5.900997921892079,0.09291614274715006,0.45
10326,326,IT Services,115.461108637669,2.4389178702979724,0.1286662739783191,0.45
10327,327,Infra & Roads,19.685339469554396,7.221219974073904,0.09183455997002102,0.45
10328,328,Infra & Roads,56.427460042617916,2.5080988537405586,0.09281224867303708,0.45
10329,329,Steel & Cement,472.3980515400218,3.7927763389409277,0.12056558204987461,0.45
10330,330,Power (Thermal),1031.427855025681,5.530106175455386,0.10430006591525291,0.45
10331,331,Steel & Cement,33.74328227301202,8.167965053711296,0.13589266442639122,0.45
10332,332,IT Services,72.89666490143055,7.655223099148546,0.08534058409376054,0.45
10333,333,Power (Thermal),143.7841320224653,6.8098092076947,0.11069153844856959,0.45
10334,334,Power (Thermal),207.72049263087533,2.4019593452215315,0.1351112918265873,0.45
10335,335,Power (Thermal),56.17522234236137,5.9234081105401994,0.13424681962877033,0.45
